genome,depth,polisher,chrom_region,error_count,error_type,existing
ATCC_14035_Vibrio_cholerae,32.5,nextpolish,chromosome_2 457509-457539,1,Deletion,False
ATCC_14035_Vibrio_cholerae,32.5,pypolca,chromosome_1 2431604-2431634,1,Deletion,False
ATCC_25922_Escherichia_coli,32.5,fmlrc2,chromosome 1287352-1287382,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,fmlrc2,chromosome 1487700-1487741,7,Mixed,False
ATCC_25922_Escherichia_coli,32.5,fmlrc2,chromosome 2974419-2974449,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,fmlrc2,chromosome 3332767-3332797,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 209915-209945,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 1562054-1562084,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 1939721-1939751,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 3161605-3161635,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,hypo,chromosome 4627279-4627309,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,nextpolish,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,pilon,chromosome 1487700-1487898,115,Deletion,False
ATCC_25922_Escherichia_coli,32.5,pilon,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,pypolca,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.5,pypolca-careful,chromosome 3847104-3847134,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.5,hypo,chromosome 1945093-1945123,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,fmlrc2,chromosome_1 1844977-1845008,2,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,fmlrc2,chromosome_1 1869836-1869867,2,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_1 108322-108352,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_1 326614-326644,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_1 1560839-1560869,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_1 2846790-2846820,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_2 849777-849807,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,hypo,chromosome_2 998169-998199,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,nextpolish,chromosome_1 2846787-2846817,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.5,nextpolish,chromosome_2 550054-550087,2,Mixed,False
ATCC_33560_Campylobacter_jejuni,32.5,fmlrc2,chromosome 38642-38672,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.5,hypo,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,32.5,hypo,chromosome 1486521-1486551,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.5,nextpolish,chromosome 1486521-1486551,1,Deletion,False
ATCC_BAA-679_Listeria_monocytogenes,32.5,hypo,chromosome 257228-257258,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,fmlrc2,chromosome 2793343-2793372,1,Insertion,False
ATCC_10708_Salmonella_enterica,32.6,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 1046955-1046985,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 1599217-1599247,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 1652611-1652641,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 2362458-2362492,2,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 2926595-2926625,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 3461893-3461923,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,chromosome 3527620-3527650,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,nextpolish,chromosome 1836341-1836371,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,nextpolish,chromosome 2926570-2926600,1,SNP,False
ATCC_10708_Salmonella_enterica,32.6,nextpolish,chromosome 3461888-3461928,4,SNP,False
ATCC_10708_Salmonella_enterica,32.6,nextpolish,plasmid 12151-12183,3,Deletion,False
ATCC_10708_Salmonella_enterica,32.6,pilon,chromosome 2075941-2076889,825,Deletion,False
ATCC_10708_Salmonella_enterica,32.6,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.6,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.6,fmlrc2,chromosome 1738479-1738525,13,Mixed,False
ATCC_19119_Listeria_ivanovii,32.6,fmlrc2,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.6,hypo,chromosome 413220-413250,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.6,hypo,chromosome 1389100-1389130,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.6,hypo,chromosome 2671891-2671920,1,Insertion,False
ATCC_19119_Listeria_ivanovii,32.6,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.6,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.6,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,fmlrc2,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,hypo,chromosome 548173-548202,1,Insertion,False
ATCC_35221_Campylobacter_lari,32.6,pilon,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,polypolish,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.6,pypolca-careful,chromosome 491974-492004,1,Deletion,True
ATCC_14035_Vibrio_cholerae,32.6,fmlrc2,chromosome_2 914619-914675,2,SNP,False
ATCC_14035_Vibrio_cholerae,32.6,hypo,chromosome_1 128484-128514,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.6,hypo,chromosome_1 753736-753766,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.6,hypo,chromosome_1 932619-932669,4,SNP,False
ATCC_14035_Vibrio_cholerae,32.6,hypo,chromosome_1 1280801-1280831,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.6,nextpolish,chromosome_1 2431604-2431634,1,Deletion,False
ATCC_25922_Escherichia_coli,32.6,fmlrc2,chromosome 829553-829590,2,Mixed,False
ATCC_25922_Escherichia_coli,32.6,fmlrc2,chromosome 2911425-2911456,2,SNP,False
ATCC_25922_Escherichia_coli,32.6,fmlrc2,chromosome 2912548-2912578,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 1664158-1664188,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 1907262-1907292,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 2221499-2221529,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 2446028-2446058,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 2665370-2665400,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 2952688-2952718,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 3329577-3329607,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 3775604-3775634,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,hypo,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,nextpolish,chromosome 3847104-3847134,1,SNP,False
ATCC_25922_Escherichia_coli,32.6,pilon,chromosome 2809972-2810166,118,Deletion,False
ATCC_35897_Listeria_welshimeri,32.6,hypo,chromosome 1634952-1634982,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.6,hypo,chromosome 1759554-1759584,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,fmlrc2,chromosome_1 1439279-1439337,6,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_1 30857-30887,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_1 758473-758503,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_1 3081290-3081320,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_2 570170-570200,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_2 849733-849763,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_2 968829-968859,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,hypo,chromosome_2 998154-998184,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,nextpolish,chromosome_2 373452-373482,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.6,pypolca,chromosome_2 373364-373394,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.6,fmlrc2,chromosome 1352340-1352370,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.6,hypo,chromosome 65424-65453,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,32.6,hypo,chromosome 590584-590614,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.6,hypo,chromosome 683066-683096,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.6,hypo,chromosome 1486521-1486551,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.6,nextpolish,chromosome 683066-683096,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.6,nextpolish,chromosome 988796-988826,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.6,nextpolish,chromosome 988844-988896,6,Mixed,False
ATCC_33560_Campylobacter_jejuni,32.6,nextpolish,chromosome 1486521-1486551,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.6,pilon,chromosome 1359198-1359235,2,SNP,False
ATCC_33560_Campylobacter_jejuni,32.6,pypolca,chromosome 988796-988826,1,Deletion,False
ATCC_BAA-679_Listeria_monocytogenes,32.6,hypo,chromosome 672452-672482,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,32.6,hypo,chromosome 1407377-1407407,1,SNP,False
ATCC_BAA-679_Listeria_monocytogenes,32.6,pilon,chromosome 854230-854260,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,fmlrc2,chromosome 2075941-2075999,3,Mixed,False
ATCC_10708_Salmonella_enterica,32.7,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,hypo,chromosome 769438-769468,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,hypo,chromosome 1716263-1716293,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,hypo,chromosome 3456130-3456160,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,nextpolish,chromosome 782430-782460,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,nextpolish,chromosome 2362467-2362497,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,nextpolish,chromosome 3409609-3409639,1,SNP,False
ATCC_10708_Salmonella_enterica,32.7,nextpolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.7,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.7,fmlrc2,chromosome 460932-460970,5,Mixed,False
ATCC_19119_Listeria_ivanovii,32.7,fmlrc2,chromosome 1736928-1736986,15,Mixed,False
ATCC_19119_Listeria_ivanovii,32.7,fmlrc2,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.7,hypo,chromosome 2248544-2248574,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.7,hypo,chromosome 2671891-2671920,2,Insertion,False
ATCC_19119_Listeria_ivanovii,32.7,nextpolish,chromosome 2637355-2637385,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.7,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.7,pilon,chromosome 2788362-2788489,77,Deletion,False
ATCC_19119_Listeria_ivanovii,32.7,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.7,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.7,pypolca,chromosome 2637355-2637385,1,SNP,False
ATCC_35221_Campylobacter_lari,32.7,hypo,chromosome 491965-491994,1,Insertion,False
ATCC_35221_Campylobacter_lari,32.7,hypo,chromosome 548173-548202,1,Insertion,False
ATCC_35221_Campylobacter_lari,32.7,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.7,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.7,polypolish,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.7,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_14035_Vibrio_cholerae,32.7,fmlrc2,chromosome_1 1854603-1854640,5,SNP,False
ATCC_14035_Vibrio_cholerae,32.7,fmlrc2,chromosome_1 2427772-2427802,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.7,fmlrc2,chromosome_1 2427803-2427832,1,Insertion,False
ATCC_14035_Vibrio_cholerae,32.7,hypo,chromosome_1 2312725-2312755,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.7,hypo,chromosome_2 805507-805537,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.7,hypo,chromosome_2 876830-876860,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 847846-847876,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 1711082-1711118,2,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 1966424-1966454,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 3059582-3059612,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 3133362-3133392,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 3406316-3406346,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 3969704-3969734,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,hypo,chromosome 5083417-5083447,1,SNP,False
ATCC_25922_Escherichia_coli,32.7,pilon,chromosome 3509302-3509582,190,Deletion,False
ATCC_35897_Listeria_welshimeri,32.7,hypo,chromosome 1759542-1759572,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,hypo,chromosome_1 2056272-2056302,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,hypo,chromosome_1 2742908-2742938,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,hypo,chromosome_2 376894-376924,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,hypo,chromosome_2 1180420-1180450,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,nextpolish,chromosome_2 849753-849783,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.7,pilon,chromosome_1 1911456-1911486,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.7,hypo,chromosome 1038732-1038762,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.7,hypo,chromosome 1069370-1069400,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.7,hypo,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,32.7,nextpolish,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,32.7,pypolca,chromosome 1189001-1189030,1,Insertion,False
ATCC_BAA-679_Listeria_monocytogenes,32.7,hypo,chromosome 1808781-1808811,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,fmlrc2,chromosome 3100471-3100520,10,Mixed,False
ATCC_10708_Salmonella_enterica,32.8,fmlrc2,plasmid 12130-12183,2,Mixed,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 34955-34985,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 1692096-1692126,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 1735115-1735145,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 1894970-1895000,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 2124754-2124784,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 2685685-2685715,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 2993448-2993477,1,Insertion,False
ATCC_10708_Salmonella_enterica,32.8,hypo,chromosome 3275255-3275285,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,plasmid 6825-6855,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.8,nextpolish,chromosome 782430-782460,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,nextpolish,chromosome 2316233-2316263,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,nextpolish,plasmid 12129-12159,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,pilon,chromosome 26812-26842,1,SNP,False
ATCC_10708_Salmonella_enterica,32.8,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.8,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.8,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.8,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.8,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.8,fmlrc2,chromosome 1753335-1753365,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.8,fmlrc2,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.8,hypo,chromosome 1692858-1692888,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.8,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.8,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.8,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.8,hypo,chromosome 548173-548202,1,Insertion,False
ATCC_35221_Campylobacter_lari,32.8,polypolish-careful,chromosome 491974-492004,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.8,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.8,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_14035_Vibrio_cholerae,32.8,fmlrc2,chromosome_1 1179789-1179826,5,Mixed,False
ATCC_14035_Vibrio_cholerae,32.8,fmlrc2,chromosome_2 904177-904206,1,Insertion,False
ATCC_14035_Vibrio_cholerae,32.8,hypo,chromosome_1 2266988-2267018,1,SNP,False
ATCC_14035_Vibrio_cholerae,32.8,hypo,chromosome_2 887106-887136,1,SNP,False
ATCC_25922_Escherichia_coli,32.8,fmlrc2,chromosome 413247-413277,1,SNP,False
ATCC_25922_Escherichia_coli,32.8,fmlrc2,chromosome 2675001-2675031,1,SNP,False
ATCC_25922_Escherichia_coli,32.8,hypo,chromosome 2672272-2672302,1,SNP,False
ATCC_25922_Escherichia_coli,32.8,hypo,chromosome 2677375-2677405,1,SNP,False
ATCC_25922_Escherichia_coli,32.8,hypo,chromosome 3969704-3969734,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.8,fmlrc2,chromosome 431435-431469,5,Mixed,False
ATCC_35897_Listeria_welshimeri,32.8,polypolish-careful,chromosome 918458-918488,1,Deletion,True
ATCC_35897_Listeria_welshimeri,32.8,polypolish,chromosome 918458-918488,1,Deletion,True
ATCC_17802_Vibrio_parahaemolyticus,32.8,fmlrc2,chromosome_1 1585910-1585940,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,fmlrc2,chromosome_1 1869836-1869867,2,Mixed,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,hypo,chromosome_1 11852-11882,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,hypo,chromosome_1 284233-284263,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,hypo,chromosome_1 1526718-1526772,2,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,hypo,chromosome_2 1233840-1233870,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,nextpolish,chromosome_1 561598-561628,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,nextpolish,chromosome_2 635374-635404,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,nextpolish,chromosome_2 998157-998187,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.8,polypolish-careful,chromosome_2 960697-960727,1,Deletion,True
ATCC_17802_Vibrio_parahaemolyticus,32.8,polypolish,chromosome_2 960697-960727,1,Deletion,True
ATCC_33560_Campylobacter_jejuni,32.8,hypo,chromosome 1077066-1077096,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,fmlrc2,chromosome 565403-565446,11,Mixed,False
ATCC_10708_Salmonella_enterica,32.9,fmlrc2,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,hypo,chromosome 1431502-1431532,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,hypo,chromosome 2119742-2119772,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,hypo,chromosome 2524702-2524732,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,hypo,chromosome 3938056-3938086,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,hypo,chromosome 4053840-4053870,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,hypo,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,nextpolish,chromosome 1836331-1836361,1,SNP,False
ATCC_10708_Salmonella_enterica,32.9,nextpolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,pilon,chromosome 2076163-2076640,348,Deletion,False
ATCC_10708_Salmonella_enterica,32.9,pilon,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,polypolish-careful,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,polypolish,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,pypolca,plasmid 12153-12183,1,Deletion,True
ATCC_10708_Salmonella_enterica,32.9,pypolca-careful,plasmid 12153-12183,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,fmlrc2,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,hypo,chromosome 4214-4244,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,hypo,chromosome 358338-358368,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,hypo,chromosome 1199950-1199992,3,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,hypo,chromosome 1714798-1714828,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,nextpolish,chromosome 4214-4244,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,pilon,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,polypolish-careful,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,polypolish-careful,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,polypolish,chromosome 808078-808108,1,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,polypolish,chromosome 2671888-2671920,3,Deletion,True
ATCC_19119_Listeria_ivanovii,32.9,pypolca,chromosome 4214-4244,1,SNP,False
ATCC_19119_Listeria_ivanovii,32.9,pypolca-careful,chromosome 808078-808108,1,Deletion,True
ATCC_35221_Campylobacter_lari,32.9,hypo,chromosome 1162443-1162472,1,Insertion,False
ATCC_35221_Campylobacter_lari,32.9,polypolish-careful,chromosome 548170-548202,3,Deletion,True
ATCC_35221_Campylobacter_lari,32.9,polypolish,chromosome 548170-548202,3,Deletion,True
ATCC_14035_Vibrio_cholerae,32.9,fmlrc2,chromosome_1 2427772-2427802,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 237911-237941,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 359793-359825,2,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 1966424-1966454,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 2316446-2316476,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 2621851-2621881,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,hypo,chromosome 3399918-3399948,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,nextpolish,chromosome 1829667-1829708,2,SNP,False
ATCC_25922_Escherichia_coli,32.9,nextpolish,chromosome 2316446-2316476,1,SNP,False
ATCC_25922_Escherichia_coli,32.9,pilon,chromosome 1487700-1487898,115,Deletion,False
ATCC_25922_Escherichia_coli,32.9,pilon,chromosome 3230421-3230597,101,Deletion,False
ATCC_35897_Listeria_welshimeri,32.9,fmlrc2,chromosome 1675370-1675401,2,SNP,False
ATCC_35897_Listeria_welshimeri,32.9,hypo,chromosome 998767-998797,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.9,hypo,chromosome 1759554-1759584,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.9,hypo,chromosome 2261048-2261078,1,SNP,False
ATCC_35897_Listeria_welshimeri,32.9,hypo,chromosome 2610570-2610600,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.9,hypo,chromosome_1 1462208-1462238,1,SNP,False
ATCC_17802_Vibrio_parahaemolyticus,32.9,hypo,chromosome_2 1454888-1454918,1,SNP,False
ATCC_33560_Campylobacter_jejuni,32.9,hypo,chromosome 1189001-1189030,1,Insertion,False
ATCC_33560_Campylobacter_jejuni,32.9,hypo,chromosome 1486521-1486551,1,Deletion,False
ATCC_33560_Campylobacter_jejuni,32.9,nextpolish,chromosome 1189001-1189030,1,Insertion,False
ATCC_10708_Salmonella_enterica,33.0,fmlrc2,plasmid 12153-12183,1,Deletion,True
