genome	genome_size	target_illumina_depth	read_count	read_bases	actual_illumina_depth
ATCC_33560_Campylobacter_jejuni	1768448	23.4	344766	41373853	23.395572
ATCC_35221_Campylobacter_lari	1513368	23.4	274928	35383394	23.380561
ATCC_35897_Listeria_welshimeri	2814137	23.4	509090	65822025	23.389772
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.4	572636	68879456	23.392343
ATCC_10708_Salmonella_enterica	4801704	23.5	1003704	112790866	23.489758
ATCC_14035_Vibrio_cholerae	4142374	23.5	764520	97367638	23.505274
ATCC_17802_Vibrio_parahaemolyticus	5147091	23.5	992432	121002608	23.508931
ATCC_19119_Listeria_ivanovii	2919549	23.5	653376	68662096	23.518048
ATCC_25922_Escherichia_coli	5204893	23.5	1002920	122390361	23.514481
ATCC_33560_Campylobacter_jejuni	1768448	23.5	346240	41563900	23.503037
ATCC_35221_Campylobacter_lari	1513368	23.5	276104	35559512	23.496936
ATCC_35897_Listeria_welshimeri	2814137	23.5	511266	66149356	23.506089
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.5	575082	69135280	23.479224
ATCC_10708_Salmonella_enterica	4801704	23.6	1007976	113236383	23.582541
ATCC_14035_Vibrio_cholerae	4142374	23.6	767774	97802754	23.610314
ATCC_17802_Vibrio_parahaemolyticus	5147091	23.6	996656	121400539	23.586242
ATCC_19119_Listeria_ivanovii	2919549	23.6	656156	68935773	23.611788
ATCC_25922_Escherichia_coli	5204893	23.6	1007188	122833121	23.599547
ATCC_33560_Campylobacter_jejuni	1768448	23.6	347712	41770161	23.619671
ATCC_35221_Campylobacter_lari	1513368	23.6	277278	35684334	23.579416
ATCC_35897_Listeria_welshimeri	2814137	23.6	513442	66462269	23.617282
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.6	577530	69489909	23.599660
ATCC_10708_Salmonella_enterica	4801704	23.7	1012248	113788987	23.697626
ATCC_14035_Vibrio_cholerae	4142374	23.7	771028	98119354	23.686744
ATCC_17802_Vibrio_parahaemolyticus	5147091	23.7	1000878	122035855	23.709675
ATCC_19119_Listeria_ivanovii	2919549	23.7	658936	69198111	23.701643
ATCC_25922_Escherichia_coli	5204893	23.7	1011456	123376023	23.703853
ATCC_33560_Campylobacter_jejuni	1768448	23.7	349186	41930299	23.710224
ATCC_35221_Campylobacter_lari	1513368	23.7	278452	35838296	23.681150
ATCC_35897_Listeria_welshimeri	2814137	23.7	515618	66700886	23.702074
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.7	579976	69812125	23.709089
ATCC_10708_Salmonella_enterica	4801704	23.8	1016518	114253472	23.794359
ATCC_14035_Vibrio_cholerae	4142374	23.8	774280	98607350	23.804550
ATCC_17802_Vibrio_parahaemolyticus	5147091	23.8	1005102	122480125	23.795989
ATCC_19119_Listeria_ivanovii	2919549	23.8	661716	69515530	23.810365
ATCC_25922_Escherichia_coli	5204893	23.8	1015724	123837366	23.792490
ATCC_33560_Campylobacter_jejuni	1768448	23.8	350660	42118304	23.816535
ATCC_35221_Campylobacter_lari	1513368	23.8	279628	36007183	23.792747
ATCC_35897_Listeria_welshimeri	2814137	23.8	517794	66988409	23.804245
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.8	582424	70192008	23.838102
ATCC_10708_Salmonella_enterica	4801704	23.9	1020790	114737081	23.895075
ATCC_14035_Vibrio_cholerae	4142374	23.9	777534	99039688	23.908919
ATCC_17802_Vibrio_parahaemolyticus	5147091	23.9	1009324	122981420	23.893383
ATCC_19119_Listeria_ivanovii	2919549	23.9	664496	69730366	23.883951
ATCC_25922_Escherichia_coli	5204893	23.9	1019992	124380133	23.896770
ATCC_33560_Campylobacter_jejuni	1768448	23.9	352132	42271097	23.902934
ATCC_35221_Campylobacter_lari	1513368	23.9	280802	36144363	23.883393
ATCC_35897_Listeria_welshimeri	2814137	23.9	519968	67278824	23.907444
ATCC_BAA-679_Listeria_monocytogenes	2944530	23.9	584872	70363922	23.896486
ATCC_10708_Salmonella_enterica	4801704	24.0	1025060	115168332	23.984887
ATCC_14035_Vibrio_cholerae	4142374	24.0	780786	99381039	23.991324
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.0	1013548	123518520	23.997733
ATCC_19119_Listeria_ivanovii	2919549	24.0	667276	70133412	24.022002
ATCC_25922_Escherichia_coli	5204893	24.0	1024260	124834722	23.984109
ATCC_33560_Campylobacter_jejuni	1768448	24.0	353606	42419598	23.986907
ATCC_35221_Campylobacter_lari	1513368	24.0	281978	36361085	24.026598
ATCC_35897_Listeria_welshimeri	2814137	24.0	522144	67512297	23.990408
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.0	587318	70650252	23.993728
ATCC_10708_Salmonella_enterica	4801704	24.1	1029332	115651796	24.085573
ATCC_14035_Vibrio_cholerae	4142374	24.1	784040	99769750	24.085162
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.1	1017770	124045966	24.100208
ATCC_19119_Listeria_ivanovii	2919549	24.1	670058	70405312	24.115132
ATCC_25922_Escherichia_coli	5204893	24.1	1028528	125324620	24.078231
ATCC_33560_Campylobacter_jejuni	1768448	24.1	355080	42615061	24.097435
ATCC_35221_Campylobacter_lari	1513368	24.1	283152	36457983	24.090626
ATCC_35897_Listeria_welshimeri	2814137	24.1	524320	67835449	24.105240
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.1	589766	70972640	24.103215
ATCC_10708_Salmonella_enterica	4801704	24.2	1033602	116265246	24.213330
ATCC_14035_Vibrio_cholerae	4142374	24.2	787294	100270026	24.205932
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.2	1021994	124507505	24.189878
ATCC_19119_Listeria_ivanovii	2919549	24.2	672838	70581473	24.175471
ATCC_25922_Escherichia_coli	5204893	24.2	1032794	125977225	24.203614
ATCC_33560_Campylobacter_jejuni	1768448	24.2	356552	42783720	24.192806
ATCC_35221_Campylobacter_lari	1513368	24.2	284328	36598881	24.183728
ATCC_35897_Listeria_welshimeri	2814137	24.2	526496	68133332	24.211092
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.2	592212	71261305	24.201249
ATCC_10708_Salmonella_enterica	4801704	24.3	1037874	116596827	24.282385
ATCC_14035_Vibrio_cholerae	4142374	24.3	790546	100640835	24.295448
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.3	1026218	125061607	24.297531
ATCC_19119_Listeria_ivanovii	2919549	24.3	675618	70964238	24.306575
ATCC_25922_Escherichia_coli	5204893	24.3	1037062	126551396	24.313928
ATCC_33560_Campylobacter_jejuni	1768448	24.3	358026	42996855	24.313327
ATCC_35221_Campylobacter_lari	1513368	24.3	285502	36770101	24.296866
ATCC_35897_Listeria_welshimeri	2814137	24.3	528672	68366502	24.293949
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.3	594660	71496240	24.281036
ATCC_10708_Salmonella_enterica	4801704	24.4	1042144	117113487	24.389984
ATCC_14035_Vibrio_cholerae	4142374	24.4	793800	101118364	24.410727
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.4	1030440	125588533	24.399905
ATCC_19119_Listeria_ivanovii	2919549	24.4	678398	71138144	24.366141
ATCC_25922_Escherichia_coli	5204893	24.4	1041330	126998052	24.399743
ATCC_33560_Campylobacter_jejuni	1768448	24.4	359500	43121288	24.383690
ATCC_35221_Campylobacter_lari	1513368	24.4	286678	36883547	24.371829
ATCC_35897_Listeria_welshimeri	2814137	24.4	530846	68657798	24.397461
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.4	597108	71734743	24.362035
ATCC_10708_Salmonella_enterica	4801704	24.5	1046416	117686026	24.509221
ATCC_14035_Vibrio_cholerae	4142374	24.5	797054	101497363	24.502220
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.5	1034664	126198610	24.518433
ATCC_19119_Listeria_ivanovii	2919549	24.5	681178	71472745	24.480748
ATCC_25922_Escherichia_coli	5204893	24.5	1045598	127543073	24.504456
ATCC_33560_Campylobacter_jejuni	1768448	24.5	360972	43322158	24.497275
ATCC_35221_Campylobacter_lari	1513368	24.5	287852	37058191	24.487230
ATCC_35897_Listeria_welshimeri	2814137	24.5	533022	68949525	24.501125
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.5	599554	72112394	24.490290
ATCC_10708_Salmonella_enterica	4801704	24.6	1050686	118225419	24.621554
ATCC_14035_Vibrio_cholerae	4142374	24.6	800306	101946057	24.610539
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.6	1038886	126690277	24.613957
ATCC_19119_Listeria_ivanovii	2919549	24.6	683958	71876000	24.618870
ATCC_25922_Escherichia_coli	5204893	24.6	1049866	127985676	24.589492
ATCC_33560_Campylobacter_jejuni	1768448	24.6	362446	43467538	24.579483
ATCC_35221_Campylobacter_lari	1513368	24.6	289028	37189512	24.574004
ATCC_35897_Listeria_welshimeri	2814137	24.6	535198	69224433	24.598814
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.6	602002	72445923	24.603560
ATCC_10708_Salmonella_enterica	4801704	24.7	1054958	118557883	24.690793
ATCC_14035_Vibrio_cholerae	4142374	24.7	803560	102366005	24.711917
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.7	1043110	127041581	24.682210
ATCC_19119_Listeria_ivanovii	2919549	24.7	686740	72133284	24.706995
ATCC_25922_Escherichia_coli	5204893	24.7	1054134	128659749	24.718999
ATCC_33560_Campylobacter_jejuni	1768448	24.7	363920	43734168	24.730253
ATCC_35221_Campylobacter_lari	1513368	24.7	290202	37370126	24.693350
ATCC_35897_Listeria_welshimeri	2814137	24.7	537374	69506297	24.698974
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.7	604448	72710914	24.693555
ATCC_10708_Salmonella_enterica	4801704	24.8	1059230	119074526	24.798389
ATCC_14035_Vibrio_cholerae	4142374	24.8	806814	102695072	24.791356
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.8	1047332	127612579	24.793146
ATCC_19119_Listeria_ivanovii	2919549	24.8	689520	72426560	24.807447
ATCC_25922_Escherichia_coli	5204893	24.8	1058402	129146025	24.812426
ATCC_33560_Campylobacter_jejuni	1768448	24.8	365392	43872145	24.808275
ATCC_35221_Campylobacter_lari	1513368	24.8	291376	37551165	24.812976
ATCC_35897_Listeria_welshimeri	2814137	24.8	539550	69812803	24.807890
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.8	606896	73059691	24.812004
ATCC_10708_Salmonella_enterica	4801704	24.9	1063500	119589661	24.905671
ATCC_14035_Vibrio_cholerae	4142374	24.9	810066	103106536	24.890687
ATCC_17802_Vibrio_parahaemolyticus	5147091	24.9	1051556	128171236	24.901684
ATCC_19119_Listeria_ivanovii	2919549	24.9	692300	72588238	24.862825
ATCC_25922_Escherichia_coli	5204893	24.9	1062670	129560052	24.891972
ATCC_33560_Campylobacter_jejuni	1768448	24.9	366866	44001172	24.881235
ATCC_35221_Campylobacter_lari	1513368	24.9	292552	37703998	24.913965
ATCC_35897_Listeria_welshimeri	2814137	24.9	541724	70092058	24.907123
ATCC_BAA-679_Listeria_monocytogenes	2944530	24.9	609342	73335116	24.905542
ATCC_10708_Salmonella_enterica	4801704	25.0	1067772	120009146	24.993032
ATCC_14035_Vibrio_cholerae	4142374	25.0	813320	103581905	25.005444
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.0	1055778	128656050	24.995876
ATCC_19119_Listeria_ivanovii	2919549	25.0	695080	73013240	25.008396
ATCC_25922_Escherichia_coli	5204893	25.0	1066936	130095212	24.994790
ATCC_33560_Campylobacter_jejuni	1768448	25.0	368340	44253612	25.023982
ATCC_35221_Campylobacter_lari	1513368	25.0	293726	37852876	25.012340
ATCC_35897_Listeria_welshimeri	2814137	25.0	543900	70332563	24.992586
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.0	611790	73605751	24.997453
ATCC_10708_Salmonella_enterica	4801704	25.1	1072042	120535752	25.102703
ATCC_14035_Vibrio_cholerae	4142374	25.1	816574	103947478	25.093696
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.1	1060002	129162443	25.094260
ATCC_19119_Listeria_ivanovii	2919549	25.1	697860	73291713	25.103779
ATCC_25922_Escherichia_coli	5204893	25.1	1071204	130587995	25.089467
ATCC_33560_Campylobacter_jejuni	1768448	25.1	369812	44406587	25.110485
ATCC_35221_Campylobacter_lari	1513368	25.1	294902	38018620	25.121860
ATCC_35897_Listeria_welshimeri	2814137	25.1	546076	70645993	25.103963
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.1	614238	73948386	25.113816
ATCC_10708_Salmonella_enterica	4801704	25.2	1076314	121052287	25.210276
ATCC_14035_Vibrio_cholerae	4142374	25.2	819826	104403722	25.203837
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.2	1064226	129645703	25.188150
ATCC_19119_Listeria_ivanovii	2919549	25.2	700640	73500304	25.175225
ATCC_25922_Escherichia_coli	5204893	25.2	1075472	131073006	25.182651
ATCC_33560_Campylobacter_jejuni	1768448	25.2	371286	44568434	25.202004
ATCC_35221_Campylobacter_lari	1513368	25.2	296076	38137714	25.200555
ATCC_35897_Listeria_welshimeri	2814137	25.2	548252	70868013	25.182858
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.2	616684	74175276	25.190871
ATCC_10708_Salmonella_enterica	4801704	25.3	1080584	121462256	25.295656
ATCC_14035_Vibrio_cholerae	4142374	25.3	823080	104820221	25.304383
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.3	1068448	130226347	25.300960
ATCC_19119_Listeria_ivanovii	2919549	25.3	703422	73935118	25.324157
ATCC_25922_Escherichia_coli	5204893	25.3	1079740	131748800	25.312489
ATCC_33560_Campylobacter_jejuni	1768448	25.3	372760	44763122	25.312093
ATCC_35221_Campylobacter_lari	1513368	25.3	297252	38283626	25.296970
ATCC_35897_Listeria_welshimeri	2814137	25.3	550428	71182268	25.294528
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.3	619132	74435300	25.279178
ATCC_10708_Salmonella_enterica	4801704	25.4	1084856	121964730	25.400301
ATCC_14035_Vibrio_cholerae	4142374	25.4	826332	105213657	25.399362
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.4	1072672	130642868	25.381884
ATCC_19119_Listeria_ivanovii	2919549	25.4	706202	74135767	25.392883
ATCC_25922_Escherichia_coli	5204893	25.4	1084008	132233879	25.405686
ATCC_33560_Campylobacter_jejuni	1768448	25.4	374232	44905139	25.392400
ATCC_35221_Campylobacter_lari	1513368	25.4	298426	38477485	25.425068
ATCC_35897_Listeria_welshimeri	2814137	25.4	552602	71514942	25.412743
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.4	621578	74701762	25.369672
ATCC_10708_Salmonella_enterica	4801704	25.5	1089126	122498951	25.511558
ATCC_14035_Vibrio_cholerae	4142374	25.5	829586	105675225	25.510788
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.5	1076894	131350518	25.519369
ATCC_19119_Listeria_ivanovii	2919549	25.5	708982	74401329	25.483843
ATCC_25922_Escherichia_coli	5204893	25.5	1088276	132843491	25.522809
ATCC_33560_Campylobacter_jejuni	1768448	25.5	375706	45075940	25.488982
ATCC_35221_Campylobacter_lari	1513368	25.5	299602	38571164	25.486969
ATCC_35897_Listeria_welshimeri	2814137	25.5	554778	71761709	25.500431
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.5	624026	75049347	25.487716
ATCC_10708_Salmonella_enterica	4801704	25.6	1093398	122978182	25.611362
ATCC_14035_Vibrio_cholerae	4142374	25.6	832840	106070861	25.606297
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.6	1081118	131823273	25.611218
ATCC_19119_Listeria_ivanovii	2919549	25.6	711762	74667099	25.574874
ATCC_25922_Escherichia_coli	5204893	25.6	1092544	133315663	25.613526
ATCC_33560_Campylobacter_jejuni	1768448	25.6	377180	45290357	25.610228
ATCC_35221_Campylobacter_lari	1513368	25.6	300776	38735170	25.595340
ATCC_35897_Listeria_welshimeri	2814137	25.6	556954	72023750	25.593547
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.6	626472	75402008	25.607485
ATCC_10708_Salmonella_enterica	4801704	25.7	1097668	123350288	25.688857
ATCC_14035_Vibrio_cholerae	4142374	25.7	836092	106463415	25.701062
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.7	1085340	132250665	25.694254
ATCC_19119_Listeria_ivanovii	2919549	25.7	714542	75057131	25.708467
ATCC_25922_Escherichia_coli	5204893	25.7	1096812	133734522	25.694000
ATCC_33560_Campylobacter_jejuni	1768448	25.7	378652	45495016	25.725956
ATCC_35221_Campylobacter_lari	1513368	25.7	301952	38909853	25.710767
ATCC_35897_Listeria_welshimeri	2814137	25.7	559130	72337804	25.705146
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.7	628920	75663574	25.696316
ATCC_10708_Salmonella_enterica	4801704	25.8	1101940	123980445	25.820093
ATCC_14035_Vibrio_cholerae	4142374	25.8	839346	106865760	25.798192
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.8	1089564	132759822	25.793175
ATCC_19119_Listeria_ivanovii	2919549	25.8	717322	75287630	25.787417
ATCC_25922_Escherichia_coli	5204893	25.8	1101078	134327747	25.807974
ATCC_33560_Campylobacter_jejuni	1768448	25.8	380126	45615666	25.794179
ATCC_35221_Campylobacter_lari	1513368	25.8	303126	39015257	25.780416
ATCC_35897_Listeria_welshimeri	2814137	25.8	561306	72624675	25.807085
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.8	631368	76014114	25.815364
ATCC_10708_Salmonella_enterica	4801704	25.9	1106210	124298960	25.886426
ATCC_14035_Vibrio_cholerae	4142374	25.9	842600	107320752	25.908030
ATCC_17802_Vibrio_parahaemolyticus	5147091	25.9	1093786	133291098	25.896394
ATCC_19119_Listeria_ivanovii	2919549	25.9	720104	75584760	25.889190
ATCC_25922_Escherichia_coli	5204893	25.9	1105346	134820730	25.902690
ATCC_33560_Campylobacter_jejuni	1768448	25.9	381600	45812622	25.905552
ATCC_35221_Campylobacter_lari	1513368	25.9	304300	39171631	25.883744
ATCC_35897_Listeria_welshimeri	2814137	25.9	563480	72869233	25.893989
ATCC_BAA-679_Listeria_monocytogenes	2944530	25.9	633814	76286605	25.907905
ATCC_10708_Salmonella_enterica	4801704	26.0	1110482	124993888	26.031152
ATCC_14035_Vibrio_cholerae	4142374	26.0	845852	107711089	26.002260
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.0	1098010	133830783	26.001246
ATCC_19119_Listeria_ivanovii	2919549	26.0	722884	75899804	25.997098
ATCC_25922_Escherichia_coli	5204893	26.0	1109614	135380467	26.010230
ATCC_33560_Campylobacter_jejuni	1768448	26.0	383072	45995796	26.009131
ATCC_35221_Campylobacter_lari	1513368	26.0	305476	39359441	26.007845
ATCC_35897_Listeria_welshimeri	2814137	26.0	565656	73142763	25.991187
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.0	636262	76541683	25.994533
ATCC_10708_Salmonella_enterica	4801704	26.1	1114754	125427892	26.121537
ATCC_14035_Vibrio_cholerae	4142374	26.1	849106	108109570	26.098457
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.1	1102234	134302492	26.092892
ATCC_19119_Listeria_ivanovii	2919549	26.1	725664	76161033	26.086574
ATCC_25922_Escherichia_coli	5204893	26.1	1113882	135854374	26.101280
ATCC_33560_Campylobacter_jejuni	1768448	26.1	384546	46214816	26.132979
ATCC_35221_Campylobacter_lari	1513368	26.1	306650	39443510	26.063396
ATCC_35897_Listeria_welshimeri	2814137	26.1	567832	73399585	26.082449
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.1	638708	76828013	26.091774
ATCC_10708_Salmonella_enterica	4801704	26.2	1119024	125814448	26.202041
ATCC_14035_Vibrio_cholerae	4142374	26.2	852360	108575808	26.211010
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.2	1106456	134909028	26.210733
ATCC_19119_Listeria_ivanovii	2919549	26.2	728444	76438134	26.181486
ATCC_25922_Escherichia_coli	5204893	26.2	1118150	136388632	26.203926
ATCC_33560_Campylobacter_jejuni	1768448	26.2	386020	46322213	26.193709
ATCC_35221_Campylobacter_lari	1513368	26.2	307826	39641844	26.194451
ATCC_35897_Listeria_welshimeri	2814137	26.2	570008	73729265	26.199600
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.2	641156	77204794	26.219734
ATCC_10708_Salmonella_enterica	4801704	26.3	1123296	126310056	26.305256
ATCC_14035_Vibrio_cholerae	4142374	26.3	855612	108971361	26.306499
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.3	1110680	135268831	26.280637
ATCC_19119_Listeria_ivanovii	2919549	26.3	731224	76730157	26.281510
ATCC_25922_Escherichia_coli	5204893	26.3	1122418	136824331	26.287635
ATCC_33560_Campylobacter_jejuni	1768448	26.3	387492	46538293	26.315895
ATCC_35221_Campylobacter_lari	1513368	26.3	309000	39824866	26.315387
ATCC_35897_Listeria_welshimeri	2814137	26.3	572184	73976102	26.287313
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.3	643604	77524903	26.328447
ATCC_10708_Salmonella_enterica	4801704	26.4	1127566	126891495	26.426346
ATCC_14035_Vibrio_cholerae	4142374	26.4	858866	109311821	26.388689
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.4	1114902	135910057	26.405217
ATCC_19119_Listeria_ivanovii	2919549	26.4	734004	77063807	26.395791
ATCC_25922_Escherichia_coli	5204893	26.4	1126686	137401588	26.398542
ATCC_33560_Campylobacter_jejuni	1768448	26.4	388966	46669287	26.389968
ATCC_35221_Campylobacter_lari	1513368	26.4	310176	39958031	26.403380
ATCC_35897_Listeria_welshimeri	2814137	26.4	574358	74292835	26.399864
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.4	646050	77828540	26.431566
ATCC_10708_Salmonella_enterica	4801704	26.5	1131838	127227685	26.496361
ATCC_14035_Vibrio_cholerae	4142374	26.5	862118	109805687	26.507912
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.5	1119126	136470604	26.514123
ATCC_19119_Listeria_ivanovii	2919549	26.5	736784	77348159	26.493187
ATCC_25922_Escherichia_coli	5204893	26.5	1130954	137898395	26.493992
ATCC_33560_Campylobacter_jejuni	1768448	26.5	390440	46885226	26.512074
ATCC_35221_Campylobacter_lari	1513368	26.5	311350	40047575	26.462549
ATCC_35897_Listeria_welshimeri	2814137	26.5	576534	74636461	26.521971
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.5	648498	78068848	26.513177
ATCC_10708_Salmonella_enterica	4801704	26.6	1136108	127786873	26.612817
ATCC_14035_Vibrio_cholerae	4142374	26.6	865372	110145226	26.589879
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.6	1123348	136895300	26.596634
ATCC_19119_Listeria_ivanovii	2919549	26.6	739566	77672229	26.604187
ATCC_25922_Escherichia_coli	5204893	26.6	1135220	138377514	26.586043
ATCC_33560_Campylobacter_jejuni	1768448	26.6	391914	47063771	26.613036
ATCC_35221_Campylobacter_lari	1513368	26.6	312526	40199449	26.562904
ATCC_35897_Listeria_welshimeri	2814137	26.6	578710	74862727	26.602374
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.6	650944	78364047	26.613431
ATCC_10708_Salmonella_enterica	4801704	26.7	1140380	128117825	26.681741
ATCC_14035_Vibrio_cholerae	4142374	26.7	868626	110591514	26.697616
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.7	1127572	137450846	26.704568
ATCC_19119_Listeria_ivanovii	2919549	26.7	742346	77984396	26.711110
ATCC_25922_Escherichia_coli	5204893	26.7	1139488	138964731	26.698864
ATCC_33560_Campylobacter_jejuni	1768448	26.7	393386	47192563	26.685864
ATCC_35221_Campylobacter_lari	1513368	26.7	313700	40394106	26.691529
ATCC_35897_Listeria_welshimeri	2814137	26.7	580886	75130398	26.697491
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.7	653392	78667156	26.716371
ATCC_10708_Salmonella_enterica	4801704	26.8	1144650	128726124	26.808425
ATCC_14035_Vibrio_cholerae	4142374	26.8	871878	111035941	26.804904
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.8	1131794	137873110	26.786608
ATCC_19119_Listeria_ivanovii	2919549	26.8	745126	78280282	26.812456
ATCC_25922_Escherichia_coli	5204893	26.8	1143756	139442856	26.790724
ATCC_33560_Campylobacter_jejuni	1768448	26.8	394860	47387004	26.795814
ATCC_35221_Campylobacter_lari	1513368	26.8	314874	40601010	26.828246
ATCC_35897_Listeria_welshimeri	2814137	26.8	583062	75388855	26.789333
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.8	655838	78967513	26.818376
ATCC_10708_Salmonella_enterica	4801704	26.9	1148922	129174313	26.901765
ATCC_14035_Vibrio_cholerae	4142374	26.9	875132	111435658	26.901399
ATCC_17802_Vibrio_parahaemolyticus	5147091	26.9	1136018	138467546	26.902097
ATCC_19119_Listeria_ivanovii	2919549	26.9	747906	78419536	26.860154
ATCC_25922_Escherichia_coli	5204893	26.9	1148024	139990989	26.896035
ATCC_33560_Campylobacter_jejuni	1768448	26.9	396334	47608669	26.921158
ATCC_35221_Campylobacter_lari	1513368	26.9	316050	40667608	26.872253
ATCC_35897_Listeria_welshimeri	2814137	26.9	585236	75731639	26.911141
ATCC_BAA-679_Listeria_monocytogenes	2944530	26.9	658286	79197468	26.896471
ATCC_10708_Salmonella_enterica	4801704	27.0	1153192	129662859	27.003509
ATCC_14035_Vibrio_cholerae	4142374	27.0	878386	111814049	26.992745
ATCC_17802_Vibrio_parahaemolyticus	5147091	27.0	1140242	138835904	26.973664
ATCC_19119_Listeria_ivanovii	2919549	27.0	750686	78887865	27.020565
ATCC_25922_Escherichia_coli	5204893	27.0	1152292	140481748	26.990323
ATCC_33560_Campylobacter_jejuni	1768448	27.0	397806	47793700	27.025787
ATCC_35221_Campylobacter_lari	1513368	27.0	317224	40859031	26.998741
ATCC_35897_Listeria_welshimeri	2814137	27.0	587412	76012901	27.011087
ATCC_BAA-679_Listeria_monocytogenes	2944530	27.0	660734	79575522	27.024863
ATCC_10708_Salmonella_enterica	4801704	27.1	1157464	129986104	27.070828
ATCC_14035_Vibrio_cholerae	4142374	27.1	881638	112204342	27.086965
ATCC_17802_Vibrio_parahaemolyticus	5147091	27.1	1144464	139383103	27.079976
ATCC_19119_Listeria_ivanovii	2919549	27.1	753466	79180617	27.120838
ATCC_25922_Escherichia_coli	5204893	27.1	1156560	141091468	27.107467
ATCC_33560_Campylobacter_jejuni	1768448	27.1	399280	47965203	27.122766
ATCC_35221_Campylobacter_lari	1513368	27.1	318400	41046111	27.122359
ATCC_35897_Listeria_welshimeri	2814137	27.1	589588	76248073	27.094655
ATCC_BAA-679_Listeria_monocytogenes	2944530	27.1	663180	79745809	27.082695
ATCC_10708_Salmonella_enterica	4801704	27.2	1161736	130443641	27.166114
ATCC_14035_Vibrio_cholerae	4142374	27.2	884892	112697881	27.206109
ATCC_17802_Vibrio_parahaemolyticus	5147091	27.2	1148688	139987462	27.197394
ATCC_19119_Listeria_ivanovii	2919549	27.2	756248	79337447	27.174555
ATCC_25922_Escherichia_coli	5204893	27.2	1160828	141558267	27.197152
ATCC_33560_Campylobacter_jejuni	1768448	27.2	400754	48095577	27.196489
ATCC_35221_Campylobacter_lari	1513368	27.2	319574	41136996	27.182414
ATCC_35897_Listeria_welshimeri	2814137	27.2	591764	76518265	27.190668
ATCC_BAA-679_Listeria_monocytogenes	2944530	27.2	665628	80118145	27.209145
ATCC_10708_Salmonella_enterica	4801704	27.3	1166006	131145861	27.312358
ATCC_14035_Vibrio_cholerae	4142374	27.3	888146	113115252	27.306866
ATCC_17802_Vibrio_parahaemolyticus	5147091	27.3	1152910	140494768	27.295955
ATCC_19119_Listeria_ivanovii	2919549	27.3	759028	79708597	27.301681
